hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:55416	ALDH1A3-AS1	ALDH1A3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3					Antisense RNAs	1987	2021-01-06			2021-01-06	101927751	ENSG00000259583				NR_135827																									URS0000A77095					
HGNC:40244	ALDH1L1-AS1	ALDH1L1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q21.3	03q21.3				ALDH1L1 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-07-28		2012-08-15	2023-07-10	100874204	ENSG00000250218	OTTHUMG00000162640	uc031sbq.2		NR_189119																									URS000025E490	ALDH1L1-AS1		HGNC:40244		
HGNC:42446	ALDH1L1-AS2	ALDH1L1 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	3q21.3	03q21.3				ALDH1L1 antisense RNA 2 (non-protein coding)	Antisense RNAs	1987	2011-07-28		2012-08-15	2021-05-06	100862662	ENSG00000246022	OTTHUMG00000162642	uc062nki.1		NR_046383																									URS000075DB32	ALDH1L1-AS2		HGNC:42446		
HGNC:56941	ALDOC-AS1	ALDOC antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	17q11.2	17q11.2		lncRNA 585189			Antisense RNAs	1987	2023-10-19			2023-10-19	132591089	ENSG00000265168							37690472																											
HGNC:41409	ALG9-IT1	ALG9 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	11q23.1	11q23.1				ALG9 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-05-20		2015-02-25	2015-02-25	100874303	ENSG00000254450	OTTHUMG00000166796	uc058hfk.1																											URS000060D3B6	ALG9-IT1				
HGNC:41277	ALG13-AS1	ALG13 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	Xq23	Xq23				ALG13 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-07-29		2012-08-15	2014-11-19	106478971	ENSG00000229487	OTTHUMG00000067670	uc065atf.1																											URS0000576C61	ALG13-AS1				
HGNC:48670	ALKBH3-AS1	ALKBH3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11p11.2	11p11.2					Antisense RNAs	1987	2013-06-06			2022-11-25	100507300	ENSG00000244926	OTTHUMG00000166553			NR_038907			36098205																						URS000075AA52	ALKBH3-AS1		HGNC:48670		
HGNC:41305	ALMS1-IT1	ALMS1 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	2p13.1	02p13.1				ALMS1 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-06-08		2015-02-25	2015-02-25	100874291	ENSG00000230002	OTTHUMG00000152785	uc032nrh.2	BC041487	NR_046762																									URS000075CB55	ALMS1-IT1		HGNC:41305		
HGNC:55634	AMANZI	a master non-coding RNA antagonizing inflammation	non-coding RNA	RNA, long non-coding	Approved	2q14.1	02q14.1					Long non-coding RNAs with non-systematic symbols	1992	2023-11-29			2024-08-09	133395149	ENSG00000280228				NR_197592			38092881																											
HGNC:43713	FALEC	focally amplified lncRNA regulator of ECM1	non-coding RNA	RNA, long non-coding	Approved	1q21.2	01q21.2	"ncRNA-a1|FAL1"	focally amplified lncRNA on chromosome 1	LINC00568	"long intergenic non-protein coding RNA 568|focally amplified long non-coding RNA in epithelial cancer"	Long non-coding RNAs with non-systematic symbols	1992	2012-02-02	2014-09-17	2024-12-06	2024-12-06	100874054	ENSG00000228126	OTTHUMG00000035849		AL713297	NR_051960			"20887892|25203321|29196104"					616092														LINC00568			URS00004CE22A	FALEC		HGNC:43713		
HGNC:41276	FAM3D-AS1	FAM3D antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p14.2	03p14.2	lnc-KCTD6-3				Antisense RNAs	1987	2015-04-30			2019-07-12	105377108	ENSG00000244383	OTTHUMG00000159160		BG215913	NR_134853			"25904139|31147452"																						URS00004E44CC	FAM3D-AS1		HGNC:41276		
HGNC:19370	FAM13A-AS1	FAM13A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4q22.1	04q22.1	NCRNA00039	non-protein coding RNA 39	"FAM13A1OS|FAM13AOS"	"FAM13A opposite strand (non-protein coding)|FAM13A antisense RNA 1 (non-protein coding)"	Antisense RNAs	1987	2002-11-15	2011-08-19	2012-08-15	2012-10-12	285512	ENSG00000248019	OTTHUMG00000161035	uc003hry.1	AK126217	NR_002806			15234000					613300																	URS000024BB67	FAM13A-AS1		HGNC:19370		
HGNC:55597	FAM13B-AS1	FAM13B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5q31.2	05q31.2					Antisense RNAs	1987	2021-04-30			2021-04-30	100130172	ENSG00000246323				NR_037900																									URS0000A767C3					
HGNC:23667	FAM27B	family with sequence similarity 27 member B	non-coding RNA	RNA, long non-coding	Approved	9q21.11	09q21.11	"bA12A20.3|FAM27A2"			family with sequence similarity 27, member B	Long non-coding RNAs with FAM root symbol	1993	2005-04-01		2015-11-18	2016-09-30	100133121	ENSG00000278763	OTTHUMG00000188586			NR_027422		Q5VT28																							URS000075BE29	FAM27B		HGNC:23667		
HGNC:23668	FAM27C	family with sequence similarity 27 member C	non-coding RNA	RNA, long non-coding	Approved	9q13	09q13	"bA374M1.5|FAM27A3|bA7G23.5|FAM27A1"		FAM27A	"family with sequence similarity 27, member A|family with sequence similarity 27, member C"	Long non-coding RNAs with FAM root symbol	1993	2005-04-01		2015-11-18	2020-01-22	100132948	ENSG00000231527	OTTHUMG00000013240	uc064tjf.2		NR_027421		Q5VT28																							URS00007599C7	FAM27C		HGNC:23668		
HGNC:32015	FAM27D1	family with sequence similarity 27 member D1	non-coding RNA	RNA, long non-coding	Approved	9p11.2	09p11.2	OTTHUMG00000013267			family with sequence similarity 27, member D1	Long non-coding RNAs with FAM root symbol	1993	2006-06-30		2015-11-18	2018-05-16	724094		OTTHUMG00000188511					Q5T7N8																												
HGNC:32013	FAM27E2	family with sequence similarity 27 member E2	non-coding RNA	RNA, long non-coding	Approved	9p11.2	09p11.2			FAM27E1	"family with sequence similarity 27, member E1|family with sequence similarity 27, member E2"	Long non-coding RNAs with FAM root symbol	1993	2006-06-30		2015-11-18	2018-05-16	100289124		OTTHUMG00000188514			NR_103714																									URS000075C6C7			HGNC:32013		
HGNC:28655	FAM27E3	family with sequence similarity 27 member E3	non-coding RNA	RNA, long non-coding	Approved	9q21.11	09q21.11	MGC42630			family with sequence similarity 27, member E3	Long non-coding RNAs with FAM root symbol	1993	2006-06-30		2015-11-18	2016-09-30	100131997	ENSG00000274026	OTTHUMG00000188582			NR_103833		Q08E93	12477932																						URS000075C54C	FAM27E3		HGNC:28655		
HGNC:44415	FAM27E4	family with sequence similarity 27 member E4	non-coding RNA	RNA, long non-coding	Approved	9q13	09q13			FAM27E4P	"family with sequence similarity 27, member E4, pseudogene|family with sequence similarity 27, member E4"	Long non-coding RNAs with FAM root symbol	1993	2012-10-05	2013-02-18	2015-11-18	2020-04-20	107987001		OTTHUMG00000184179			XR_001746484																												HGNC:44415		
HGNC:32410	FAM27E5	family with sequence similarity E5	non-coding RNA	RNA, long non-coding	Approved	17p11.2	17p11.2	MGC35151		FAM27L	family with sequence similarity 27-like	Long non-coding RNAs with FAM root symbol	1993	2005-12-20	2016-01-13	2016-01-13	2016-09-30	284123	ENSG00000178130	OTTHUMG00000166302	uc002gyz.6	BC031617	NR_028336																									URS000075CD4C	FAM27E5		HGNC:32410		
HGNC:19955	FAM30A	family with sequence similarity 30 member A	non-coding RNA	RNA, long non-coding	Approved	14q32.33	14q32.33	HSPC053		"C14orf110|KIAA0125"	"chromosome 14 open reading frame 110|KIAA0125"	Long non-coding RNAs with FAM root symbol	1993	2003-11-21	2016-07-19	2017-01-27	2023-03-15	9834	ENSG00000226777	OTTHUMG00000152318	uc032bne.1	AB019441	NR_026800		Q9NZY2	"8590280|31228314"					616623																	URS000075B927			HGNC:19955		
HGNC:31023	FAM30B	family with sequence similarity 30 member B	non-coding RNA	RNA, long non-coding	Approved	15q11.1	15q11.1	HsT16028		KIAA0125P1	KIAA0125 pseudogene 1	Long non-coding RNAs with FAM root symbol	1993	2006-01-17	2016-07-19	2017-01-27	2017-01-27	105379202	ENSG00000277988	OTTHUMG00000187844		AC021585	XR_007064785														PGOHUM00000305908														HGNC:31023		
HGNC:31024	FAM30C	family with sequence similarity 30 member C	non-coding RNA	RNA, long non-coding	Approved	15q11.2	15q11.2	HsT16041		KIAA0125P2	KIAA0125 pseudogene 2	Long non-coding RNAs with FAM root symbol	1993	2006-01-17	2016-07-19	2017-01-27	2020-04-20	654499	ENSG00000259698	OTTHUMG00000172241		AC021585	NR_145444														PGOHUM00000305909											URS0000ABD8C5			HGNC:31024		
HGNC:23955	FAM41AY1	family with sequence similarity 41 member A, Y-linked 1	non-coding RNA	RNA, long non-coding	Approved	Yq11.222	Yq11.222			FAM41AY	"family with sequence similarity 41, member A, Y-linked|family with sequence similarity 41, member A, Y-linked 1"	Long non-coding RNAs with FAM root symbol	1993	2004-06-02	2009-07-20	2015-11-19	2016-10-05	340618	ENSG00000224989	OTTHUMG00000041970	uc065csq.1	BC042981	NR_028083			12477932																						URS000075D2EE			HGNC:23955		
HGNC:37135	FAM41AY2	family with sequence similarity 41 member A, Y-linked 2	non-coding RNA	RNA, long non-coding	Approved	Yq11.222	Yq11.222				family with sequence similarity 41, member A, Y-linked 2	Long non-coding RNAs with FAM root symbol	1993	2009-07-20		2015-11-19	2016-09-30	100302526	ENSG00000226362	OTTHUMG00000041973	uc065ctf.1		NR_028084																									URS000075D2EE			HGNC:37135		
HGNC:27635	FAM41C	family with sequence similarity 41 member C	non-coding RNA	RNA, long non-coding	Approved	1p36.33	01p36.33				family with sequence similarity 41, member C	Long non-coding RNAs with FAM root symbol	1993	2004-06-02	2011-08-31	2015-11-18	2016-09-30	284593	ENSG00000230368	OTTHUMG00000002469	uc001abt.5	BC047940	NR_027055			12477932																						URS000075CEA9	FAM41C		HGNC:27635		
HGNC:49499	FAM53B-AS1	FAM53B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q26.13	10q26.13					Antisense RNAs	1987	2013-12-20			2013-12-20	101927944	ENSG00000233334	OTTHUMG00000019216		"BI457689|AA620732|AI470835"	XR_246199																									URS00001595AA	FAM53B-AS1		HGNC:49499		
HGNC:30444	FAM66A	family with sequence similarity 66 member A	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1				family with sequence similarity 66, member A	Long non-coding RNAs with FAM root symbol	1993	2005-04-28		2015-11-18	2016-09-30	100133172	ENSG00000227888	OTTHUMG00000165458	uc064kjo.1		NR_026789																									URS000075E73C			HGNC:30444		
HGNC:28890	FAM66B	family with sequence similarity 66 member B	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1				family with sequence similarity 66, member B	Long non-coding RNAs with FAM root symbol	1993	2005-04-28		2015-11-18	2016-09-30	100128890	ENSG00000215374	OTTHUMG00000165383	uc011kwo.1		NR_027423																									URS0000BC4533	FAM66B		HGNC:28890		
HGNC:21644	FAM66C	family with sequence similarity 66 member C	non-coding RNA	RNA, long non-coding	Approved	12p13.31	12p13.31				family with sequence similarity 66, member C	Long non-coding RNAs with FAM root symbol	1993	2005-04-28		2015-11-18	2016-09-30	440078	ENSG00000226711	OTTHUMG00000168638	uc058kvt.1		NR_026788																									URS000075D2E7	FAM66C		HGNC:21644		
HGNC:24159	FAM66D	family with sequence similarity 66 member D	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1				family with sequence similarity 66, member D	Long non-coding RNAs with FAM root symbol	1993	2005-04-28		2015-11-18	2016-09-30	100132923	ENSG00000255052	OTTHUMG00000165269	uc064kis.1		NR_027425																									URS000075BC0D			HGNC:24159		
HGNC:18735	FAM66E	family with sequence similarity 66 member E	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1				family with sequence similarity 66, member E	Long non-coding RNAs with FAM root symbol	1993	2005-04-28		2015-11-18	2016-09-30	100132103	ENSG00000225725	OTTHUMG00000165403	uc011kws.2		NR_027424		P0C841																							URS000075DA44	FAM66E		HGNC:18735		
HGNC:32029	FAM74A1	family with sequence similarity 74 member A1	non-coding RNA	RNA, long non-coding	Approved	9p12	09p12			FAM74A5	"family with sequence similarity 74, member A5|family with sequence similarity 74, member A1"	Long non-coding RNAs with FAM root symbol	1993	2006-06-30		2015-11-18	2016-09-30	401507	ENSG00000215112	OTTHUMG00000067121	uc033crc.2		NR_026803		Q5RGS3																							URS000048B537	FAM74A1		HGNC:32029		
HGNC:32031	FAM74A3	family with sequence similarity 74 member A3	non-coding RNA	RNA, long non-coding	Approved	9q21.11	09q21.11	OTTHUMG00000067149			family with sequence similarity 74, member A3	Long non-coding RNAs with FAM root symbol	1993	2006-06-30		2015-11-18	2023-03-15	728495	ENSG00000274355	OTTHUMG00000188258			NR_026801		Q4VXF1																							URS000075DBA9	FAM74A3		HGNC:32031		
HGNC:32032	FAM74A4	family with sequence similarity 74 member A4	non-coding RNA	RNA, long non-coding	Approved	9q12	09q12	FLJ45202		FAM74A2	"family with sequence similarity 74, member A4|family with sequence similarity 74 member A2|family with sequence similarity 74, member A2"	Long non-coding RNAs with FAM root symbol	1993	2006-06-30		2015-11-18	2023-03-15	401508	ENSG00000274583	OTTHUMG00000188539			NR_026802		Q5TZK3																							URS000075AB2B	FAM74A4		HGNC:32032		
HGNC:34036	FAM74A6	family with sequence similarity 74 member A6	non-coding RNA	RNA, long non-coding	Approved	9q12	09q12				family with sequence similarity 74, member A6	Long non-coding RNAs with FAM root symbol	1993	2008-03-28		2015-11-18	2016-09-30	653123	ENSG00000274516	OTTHUMG00000188291	uc004abw.2		NG_009678.1		Q5TZK3																								FAM74A6		HGNC:34036		
HGNC:34037	FAM74A7	family with sequence similarity 74 member A7	non-coding RNA	RNA, long non-coding	Approved	9p11.2-p11.1	09p11.2-p11.1				"family with sequence similarity 74, member A7, pseudogene|family with sequence similarity 74, member A7"	Long non-coding RNAs with FAM root symbol	1993	2008-03-28		2015-11-18	2020-04-20	100996582	ENSG00000277260	OTTHUMG00000187514	uc064tia.1		XR_078406		A6NL05																							URS0000771AF5			HGNC:34037		
HGNC:40639	FAM78B-AS1	FAM78B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q24.1	01q24.1					Antisense RNAs	1987	2019-07-25			2019-07-25	105371586	ENSG00000203307	OTTHUMG00000156135			NR_184316																									URS00004EE2C1			HGNC:40639		
HGNC:48658	FAM83A-AS1	FAM83A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	8q24.13	08q24.13	HCCC11				Antisense RNAs	1987	2013-06-03			2013-06-03	100131726	ENSG00000204949	OTTHUMG00000165086		AY211907	NR_024479																									URS000075ADF1	FAM83A-AS1		HGNC:48658		
HGNC:56225	FAM83A-AS2	FAM83A antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	8q24.13	08q24.13	AC068228.1				Antisense RNAs	1987	2022-04-13	2022-04-13	2022-04-13	2022-04-13	125177378	ENSG00000253258				NR_189631			35280807																						URS00004BFF87					
HGNC:16113	FAM83C-AS1	FAM83C antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	20q11.22	20q11.22	dJ614O4.3		"C20orf120|NCRNA00154"	"chromosome 20 open reading frame 120|non-protein coding RNA 154|FAM83C antisense RNA 1 (non-protein coding)"	Antisense RNAs	1987	2001-07-17	2011-08-11	2012-08-15	2012-10-12	140846	ENSG00000235214	OTTHUMG00000032327	uc032phx.2	AL121753	NR_109815																									URS000075BC43	FAM83C-AS1		HGNC:16113		
HGNC:17606	FAM85A	family with sequence similarity 85 member A	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1				family with sequence similarity 85, member A	Long non-coding RNAs with FAM root symbol	1993	2005-10-05		2015-11-18	2019-03-06	619423				CR620525	NR_146925																									URS0000BC43AD			HGNC:17606		
HGNC:32160	FAM85B	family with sequence similarity 85 member B	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1	lncRNA-HEIM	lncRNA Highly Expressed In Monocytes		family with sequence similarity 85, member B	Long non-coding RNAs with FAM root symbol	1993	2005-10-05		2015-11-18	2021-07-20	105379219	ENSG00000253893	OTTHUMG00000163729	uc064kbs.1	CD106111	NR_147089			34168644																						URS0000BC465B			HGNC:32160		
HGNC:48726	FAM86B2-DT	FAM86B2 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1					Divergent transcripts	1990	2022-01-12			2022-01-12	100506990					NR_040091																									URS000075BA24					
HGNC:27233	FAM87A	family with sequence similarity 87 member A	non-coding RNA	RNA, long non-coding	Approved	8p23.3	08p23.3				family with sequence similarity 87, member A	Long non-coding RNAs with FAM root symbol	1993	2005-09-05		2015-11-18	2018-02-07	157693	ENSG00000182366	OTTHUMG00000165513	uc033azq.1	BC037297	NR_103537		P0C7U9	12477932																						URS000075D985			HGNC:27233		
HGNC:32236	FAM87B	family with sequence similarity 87 member B	non-coding RNA	RNA, long non-coding	Approved	1p36.33	01p36.33	FLJ40008			family with sequence similarity 87, member B	Long non-coding RNAs with FAM root symbol	1993	2005-09-05		2015-11-18	2016-09-30	400728	ENSG00000177757	OTTHUMG00000002471	uc031tlt.2	AK097327	NR_103536																									URS000001AE36			HGNC:32236		
HGNC:31457	FAM88B	family with sequence similarity 88 member B	non-coding RNA	RNA, long non-coding	Approved	9q12	09q12					Long non-coding RNAs with FAM root symbol	1993	2022-01-13			2022-01-13	728673	ENSG00000170161	OTTHUMG00000013294			NR_126047																									URS00007E4EDE					
HGNC:56159	FAM88C	family with sequence similarity 88 member C	non-coding RNA	RNA, long non-coding	Approved	9q13	09q13	Lnc-PPRL	pterygium positively-related lncRNA			Long non-coding RNAs with FAM root symbol	1993	2022-01-13			2022-04-13	102724238	ENSG00000204802				NR_126048			35304111																						URS0000BC45C9					
HGNC:56160	FAM88D	family with sequence similarity 88 member D	non-coding RNA	RNA, long non-coding	Approved	9p12	09p12					Long non-coding RNAs with FAM root symbol	1993	2022-01-13			2023-02-22	554249					NR_126049																									URS00007E4C26					
HGNC:56161	FAM88E	family with sequence similarity 88 member E	non-coding RNA	RNA, long non-coding	Approved	9p11.1	09p11.1					Long non-coding RNAs with FAM root symbol	1993	2022-01-13			2022-01-13	103908605	ENSG00000237357				NR_126050																									URS00007E4C08					
HGNC:56162	FAM88F	family with sequence similarity 88 member F	non-coding RNA	RNA, long non-coding	Approved	9q13	09q13					Long non-coding RNAs with FAM root symbol	1993	2022-01-13			2022-01-13	103908604	ENSG00000226007				NR_147619																									URS0000BC4600					
HGNC:28069	FAM95A	family with sequence similarity 95 member A	non-coding RNA	RNA, long non-coding	Approved	2q11.1	02q11.1	DKFZp434H0923			family with sequence similarity 95, member A	Long non-coding RNAs with FAM root symbol	1993	2013-03-15		2015-11-18	2016-09-30	90499	ENSG00000289811			AL137712	NR_038409																									URS000075A4AA	FAM95A		HGNC:28069		
HGNC:32318	FAM95B1	family with sequence similarity 95 member B1	non-coding RNA	RNA, long non-coding	Approved	9p11.2	09p11.2	"PITAR|DKFZp686P0734"	p53 Inactivating TRIM28 Associated RNA		family with sequence similarity 95, member B1	Long non-coding RNAs with FAM root symbol	1993	2008-05-02		2015-11-18	2024-10-16	100133036	ENSG00000223839	OTTHUMG00000058623	uc004acg.4	AL833349	NR_026759			39302097																						URS0000759C7C	FAM95B1		HGNC:32318		
HGNC:45272	FAM95C	family with sequence similarity 95 member C	non-coding RNA	RNA, long non-coding	Approved	9p13.1	09p13.1				family with sequence similarity 95, member C	Long non-coding RNAs with FAM root symbol	1993	2013-03-15		2015-11-18	2016-09-30	100289137		OTTHUMG00000186350	uc064tdx.1		NR_047651					RGD:9147085																				URS000075ABDD	FAM95C		HGNC:45272		
HGNC:32368	FAM99A	family with sequence similarity 99 member A	non-coding RNA	RNA, long non-coding	Approved	11p15.5	11p15.5	FLJ42833			"family with sequence similarity 99, member A|family with sequence similarity 99, member A (non-protein coding)|family with sequence similarity 99 member A (non-protein coding)"	Long non-coding RNAs with FAM root symbol	1993	2005-10-27		2018-05-17	2019-07-12	387742	ENSG00000205866	OTTHUMG00000057555	uc009ycz.4	AK124823	NR_026643			31173227																						URS000075DAD5	FAM99A		HGNC:32368		
